ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6153808,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2
6153809,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2
5009213,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
5009215,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
5009216,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
5009217,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
6153550,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
6153551,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2
5009220,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009222,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009223,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009224,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009225,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009226,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009227,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009232,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009233,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009234,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009236,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
6153552,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
6153554,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
6153555,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2
5009238,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2
5009239,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2
5009240,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2
5009241,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2
6153556,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2
5009242,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1
5009243,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1
5009244,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1
5009246,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,2
5009247,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,2
5009248,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,2
5009249,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
5009250,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
5009251,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
5009252,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
5009253,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
6153557,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3
5009255,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1
5009257,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1
5009258,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1
5009260,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2
5009261,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2
5009262,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2
5009263,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2
6153558,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2
5009264,F,N,N,0,40500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091,365243,1,0,0,0,,1
5009265,M,Y,N,0,337500,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2
5009266,M,Y,N,0,337500,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2
5009267,M,Y,N,0,337500,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2
5009268,M,Y,N,0,337500,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2
5009269,M,Y,N,0,337500,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2
5009270,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009271,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009272,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009274,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009275,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009276,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009277,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2
5009278,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009279,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009280,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009281,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009284,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009285,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009286,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009287,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009289,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009290,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009291,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009292,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009293,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009294,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2
5009295,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2
5009296,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2
5009297,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1
5009299,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1
5009300,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1
5009301,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1
6153561,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1
5009302,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1
5009303,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1
5009304,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1
5009305,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1
5009306,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009307,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009308,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009309,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009310,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009311,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009312,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009313,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009314,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009315,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009316,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009317,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009318,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009319,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009325,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009327,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009328,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009329,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009330,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009331,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009332,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009333,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009335,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1
5009336,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1
5009337,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1
6153581,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1
5009338,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2
5009339,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2
5009340,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009341,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009342,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009343,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009344,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009345,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009346,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009349,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
5009354,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
6153582,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
6153584,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
5009355,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2
5009358,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2
5009359,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1
5009360,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1
5009361,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009362,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009363,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009364,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009365,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009366,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009367,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009368,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009369,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009370,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009371,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009372,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009373,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
6153586,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
6153587,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009378,F,N,N,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4
6153588,F,N,N,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4
6153589,F,N,N,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4
5009379,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
5009380,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
5009381,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
5009382,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
6153590,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
5009383,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009384,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009386,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009387,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009389,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009391,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009392,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009393,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009394,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009395,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
6153591,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
6153592,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009396,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009397,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009398,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009399,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009400,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009401,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009402,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2
5009403,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2
5009404,F,N,N,2,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,4
6153594,F,N,N,2,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,4
5009405,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009406,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009408,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009410,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5112901,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009415,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009416,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009417,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009418,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009419,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009420,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009421,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
6153606,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
6153607,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009423,F,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569,-1013,1,0,0,0,Security staff,2
5009424,M,N,N,0,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,1,1,0,0,Cooking staff,1
5009425,M,N,N,0,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,1,1,0,0,Cooking staff,1
5009426,M,N,N,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,1,0,0,0,,2
5009427,M,N,N,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,1,0,0,0,,2
5009428,M,N,N,0,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,1,0,0,Laborers,1
5009429,M,N,N,0,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,1,0,0,Laborers,1
5009431,M,Y,N,0,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,1,1,1,0,Drivers,2
6153608,M,Y,N,0,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,1,1,1,0,Drivers,2
5009435,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,1,0,1,0,,2
5090746,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,1,0,1,0,,2
5009436,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2
5009437,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2
5009438,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2
5009439,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2
5009440,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2
5009441,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009442,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009443,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009444,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
6153611,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009445,F,Y,N,0,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855,-739,1,1,0,0,,2
6153612,F,Y,N,0,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855,-739,1,1,0,0,,2
5009447,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2
5009448,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2
6153613,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2
5009450,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009451,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009452,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009453,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009454,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009455,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009456,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009457,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009458,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
6153614,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
6153615,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009459,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009460,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009465,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009466,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009468,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009469,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009470,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
